iter	RMSE
203	3.405609703
204	3.404765191
205	3.403789498
206	3.402970014
207	3.402411268
208	3.401661138
209	3.400969128
210	3.400031501
211	3.399255879
212	3.3987012
213	3.3978027
214	3.397035304
215	3.396326382
216	3.395547376
217	3.394786627
218	3.393996489
219	3.393408326
220	3.392260684
221	3.391504463
222	3.390423026
223	3.389719883
224	3.389070759
225	3.388414286
226	3.387777852
227	3.386899379
228	3.385964587
229	3.385082244
230	3.384613302
231	3.383956783
232	3.383157691
233	3.382623308
234	3.381987362
235	3.38136849
236	3.380637219
237	3.379979053
238	3.379038904
239	3.378144773
240	3.37734913
241	3.376810925
242	3.376155162
243	3.375470132
244	3.374892078
245	3.374219864
246	3.373631464
247	3.373010643
248	3.372445907
249	3.371974312
250	3.371388244
251	3.370910807
252	3.370231833
253	3.369610115
254	3.369496518
255	3.368991793
256	3.368390707
257	3.367635599
258	3.366902007
259	3.366278493
260	3.365850696
261	3.364939387
262	3.364268935
263	3.363612512
264	3.36283813
265	3.362059144
266	3.361571562
267	3.361013456
268	3.360439935
269	3.359703605
270	3.359150282
271	3.358632403
272	3.357970184
273	3.357461747
274	3.356817682
275	3.356382205
276	3.355683803
277	3.35531781
278	3.354532873
279	3.35398253
280	3.353247564
281	3.35261016
282	3.352107465
283	3.351419607
284	3.35093515
285	3.350469877
286	3.34948228
287	3.348775729
288	3.348447223
289	3.347733011
290	3.347241115
291	3.34682768
292	3.346247725
293	3.345899576
294	3.345470521
295	3.345038437
296	3.344479974
297	3.34401547
298	3.343690078
299	3.342931625
300	3.342606684
301	3.341963991
302	3.341002274
303	3.340279698
304	3.33983068
305	3.339131371
306	3.338578949
307	3.337768522
308	3.337016312
309	3.336467537
310	3.335826982
311	3.335456726
312	3.335040205
313	3.334039443
314	3.333539523
315	3.333158373
316	3.332712263
317	3.332112943
318	3.331614662
319	3.330959291
320	3.330260943
321	3.329827664
322	3.329180667
323	3.328623668
324	3.328039944
325	3.327289693
326	3.326783531
327	3.326356858
328	3.325975058
329	3.325563069
330	3.324787618
331	3.324144417
332	3.323566201
333	3.323116634
334	3.322407024
335	3.322118317
336	3.321722032
337	3.321346599
338	3.32083005
339	3.320467507
340	3.319933379
341	3.319480783
342	3.319024481
343	3.318082119
344	3.317566904
345	3.317246203
346	3.316750793
347	3.316230351
348	3.315446241
349	3.315013379
350	3.314229351
351	3.313597115
352	3.312912939
353	3.312303658
354	3.312074968
355	3.311769811
356	3.310943667
357	3.310238971
358	3.309616285
359	3.309174753
360	3.308748985
361	3.308183677
362	3.307690743
363	3.307139337
364	3.306747017
365	3.305996239
366	3.305311209
367	3.304902261
368	3.304474342
369	3.303941025
370	3.303654511
371	3.303324981
372	3.302767567
373	3.302306165
374	3.301904777
375	3.301353509
376	3.300645717
377	3.30023817
378	3.299783054
379	3.299519932
380	3.299109305
381	3.298568264
382	3.29818085
383	3.297724595
384	3.297050004
385	3.296553714
386	3.296195173
387	3.295791699
388	3.295500569
389	3.294879106
390	3.294362303
391	3.293838221
392	3.293262519
393	3.292808073
394	3.292372497
395	3.291774666
396	3.291279746
397	3.29078511
398	3.290094638
399	3.289522518
400	3.28919699
401	3.288887471
402	3.288309148
403	3.287873637
404	3.287426556
405	3.28694519
406	3.286657311
407	3.285727084
408	3.285496262
409	3.284708583
410	3.284239059
411	3.283534723
412	3.282962478
413	3.282440672
414	3.282079135
415	3.281654268
416	3.28134851
417	3.280937039
418	3.280402586
419	3.279862819
420	3.27901609
421	3.278652427
422	3.278479206
423	3.278080102
424	3.277435208
425	3.27684328
426	3.276354744
427	3.275850037
428	3.275486443
429	3.275238385
430	3.2747178
431	3.274216896
432	3.273836258
433	3.273398989
434	3.273148754
435	3.272806413
436	3.272413996
437	3.271778651
438	3.271365735
439	3.270665271
440	3.270265384
441	3.269944458
442	3.26950699
443	3.26908832
444	3.268815256
445	3.268114617
446	3.267508283
447	3.267121267
448	3.266685742
449	3.266272758
450	3.265862378
451	3.26540677
452	3.264609522
453	3.263988008
454	3.26358824
455	3.262984905
456	3.262204004
457	3.261280606
458	3.260875273
459	3.260343604
460	3.259960164
461	3.258949239
462	3.258518223
463	3.258343149
464	3.258128706
465	3.257695843
466	3.257346351
467	3.256979385
468	3.256217987
469	3.255515214
470	3.255118617
471	3.254757314
472	3.254406016
473	3.253954234
474	3.253669883
475	3.253244582
476	3.2527977
477	3.252337135
478	3.252001218
479	3.251459379
480	3.250812464
481	3.250285166
482	3.249929059
483	3.249471608
484	3.248504404
485	3.248082087
486	3.247706043
487	3.247280548
488	3.246765903
489	3.246112718
490	3.245723736
491	3.244980229
492	3.244341286
493	3.243896562
494	3.243658199
495	3.243323818
496	3.242938596
497	3.242369488
498	3.241764091
499	3.241254983
500	3.240896307
501	3.240574441
502	3.240081591
503	3.23968912
504	3.23904334
505	3.238666148
506	3.238293186
507	3.237985266
508	3.237793019
509	3.237323189
510	3.236906621
511	3.236493794
512	3.23575873
513	3.235144869
514	3.234754297
515	3.23440634
516	3.233950836
517	3.233602551
518	3.233109731
519	3.232821631
520	3.232400621
521	3.232080441
522	3.231685447
523	3.231082782
524	3.230702045
525	3.230084127
526	3.229461058
527	3.22907114
528	3.228727233
529	3.228374131
530	3.228015291
531	3.227455281
532	3.226845281
533	3.226565495
534	3.226195695
535	3.225943949
536	3.225359086
537	3.225096886
538	3.224820931
539	3.224394134
540	3.224045116
541	3.22370042
542	3.223137941
543	3.222627073
544	3.222341375
545	3.222021833
546	3.221307206
547	3.221056621
548	3.220338972
549	3.219930226
550	3.219355438
551	3.21871697
552	3.218267889
553	3.217943685
554	3.21770485
555	3.217323765
556	3.21682155
557	3.216326862
558	3.216027207
559	3.215650734
560	3.215201957
561	3.214737866
562	3.214451732
563	3.213659256
564	3.213290077
565	3.213066956
566	3.212731133
567	3.212189715
568	3.211892936
569	3.211467631
570	3.210983633
571	3.210712282
572	3.210494658
573	3.210076991
574	3.209784055
575	3.209152607
576	3.208885694
577	3.208533562
578	3.208266354
579	3.208014121
580	3.207633997
581	3.207419941
582	3.207080609
583	3.20675246
584	3.206383734
585	3.206074304
586	3.205813362
587	3.205192928
588	3.204624275
589	3.204268528
590	3.203984229
591	3.203663151
592	3.203230272
593	3.202903529
594	3.202501783
595	3.202159193
596	3.201723863
597	3.201290962
598	3.20107034
599	3.200729517
600	3.200342527
601	3.20007583
602	3.199674843
603	3.19944005
604	3.19894061
605	3.198756568
606	3.198218975
607	3.19790906
608	3.197465262
609	3.197238956
610	3.196679996
611	3.196304414
612	3.195977715
613	3.19567322
614	3.195095204
615	3.19451192
616	3.19409042
617	3.193782101
618	3.193293143
619	3.192970696
620	3.19253405
621	3.192177869
622	3.191829225
623	3.19142435
624	3.191070257
625	3.190687452
626	3.190386577
627	3.190109337
628	3.189779443
629	3.189397606
630	3.189172094
631	3.188885369
632	3.18826642
633	3.187753287
634	3.187227722
635	3.186762155
636	3.186195602
637	3.18587039
638	3.185498031
639	3.185182846
640	3.184667632
641	3.184398481
642	3.184070482
643	3.183523876
644	3.183278914
645	3.182897462
646	3.182521975
647	3.182257717
648	3.181784568
649	3.181345067
650	3.180840305
651	3.180493697
652	3.180060269
653	3.179579437
654	3.179269452
655	3.178987568
656	3.17862286
657	3.178282595
658	3.177732687
659	3.177530839
660	3.177096976
661	3.176772562
662	3.176618489
663	3.176398
664	3.175709931
665	3.175259169
666	3.174897753
667	3.174576527
668	3.174250122
669	3.173987232
670	3.17370704
671	3.173453312
672	3.173115945
673	3.172551036
674	3.172333015
675	3.171882176
676	3.171602365
677	3.17137875
678	3.17109872
679	3.170866805
680	3.170225471
681	3.169872079
682	3.169532898
683	3.169167324
684	3.168607305
685	3.168255162
686	3.167842889
687	3.167332848
688	3.16706749
689	3.166580216
690	3.166249105
691	3.166017411
692	3.165773384
693	3.165468916
694	3.165160996
695	3.164840324
696	3.164552015
697	3.164062758
698	3.163805083
699	3.163394581
700	3.163149073
701	3.162798687
702	3.162609487
703	3.162252539
704	3.161916401
705	3.161505697
706	3.16112365
707	3.160695277
708	3.160288548
709	3.160050223
710	3.159793835
711	3.159229648
712	3.15893417
713	3.158693619
714	3.158251028
715	3.157881221
716	3.157373031
717	3.157118438
718	3.156791735
719	3.156485587
720	3.156055705
721	3.155733305
722	3.155334187
723	3.155138675
724	3.154995645
725	3.154625357
726	3.154336815
727	3.153864084
728	3.153417273
729	3.153157825
730	3.152718244
731	3.152089722
732	3.151600656
733	3.151214207
734	3.150793133
735	3.15052161
736	3.15014473
737	3.149822446
738	3.149577801
739	3.149336879
740	3.149120066
741	3.148854587
742	3.148638863
743	3.148104267
744	3.147662383
745	3.14744013
746	3.147051214
747	3.146387903
748	3.146152856
749	3.145544074
750	3.145317454
751	3.144925403
752	3.144476685
753	3.144276159
754	3.143970253
755	3.143704304
756	3.143272238
757	3.142891111
758	3.142581925
759	3.142363161
760	3.14193305
761	3.14143944
762	3.141067753
763	3.14064615
764	3.140365596
765	3.139909467
766	3.139551894
767	3.139143206
768	3.138845845
769	3.138495847
770	3.138107814
771	3.13748817
772	3.13726067
773	3.136956575
774	3.136529316
775	3.13627656
776	3.136095909
777	3.135558832
778	3.135235797
779	3.134975838
780	3.134608002
781	3.134215731
782	3.133715768
783	3.13342923
784	3.133123041
785	3.132959633
786	3.132294994
787	3.131754222
788	3.131450423
789	3.131124518
790	3.13076036
791	3.130267313
792	3.129724861
793	3.129222419
794	3.12874173
795	3.128335606
796	3.127966545
797	3.127488907
798	3.127164638
799	3.126889192
800	3.126599422
801	3.126361777
802	3.126143601
803	3.125951471
804	3.125602546
805	3.125294635
806	3.12512025
807	3.124799612
808	3.12447026
809	3.124141625
810	3.123894358
811	3.12360227
812	3.123162343
813	3.122623741
814	3.122469885
815	3.122210251
816	3.121988063
817	3.12152231
818	3.121312343
819	3.121080276
820	3.12086182
821	3.120517243
822	3.119859364
823	3.119542899
824	3.119334163
825	3.119047127
826	3.118635847
827	3.118459074
828	3.118072342
829	3.117758727
830	3.117482833
831	3.11727816
832	3.117021828
833	3.116658018
834	3.116359146
835	3.116080129
836	3.115613491
837	3.115402047
838	3.115088583
839	3.114795787
840	3.114129509
841	3.113776901
842	3.113496914
843	3.11305091
844	3.112769227
845	3.112545685
846	3.112263944
847	3.11183698
848	3.111528463
849	3.111207287
850	3.110964281
851	3.110708358
852	3.110494373
853	3.110361472
854	3.110131355
855	3.109786109
856	3.109662696
857	3.109454515
858	3.109267516
859	3.109030403
860	3.108683526
861	3.108293709
862	3.108055682
863	3.10764379
864	3.107426294
865	3.106927509
866	3.10675393
867	3.106433501
868	3.106161971
869	3.105908045
870	3.105430302
871	3.105015806
872	3.104869232
873	3.104594647
874	3.104363426
875	3.104005674
876	3.103647193
877	3.103378201
878	3.103098723
879	3.102887282
880	3.102658339
881	3.102348433
882	3.101995473
883	3.101712472
884	3.101432909
885	3.100995241
886	3.100782313
887	3.100528619
888	3.100226983
889	3.100033416
890	3.09973088
891	3.099454397
892	3.099023234
893	3.098552836
894	3.098111375
895	3.097844149
896	3.097540353
897	3.097155637
898	3.096773799
899	3.096198273
900	3.095856142
901	3.095628198
902	3.09522308
903	3.094851883
904	3.094390294
905	3.094027539
906	3.093732483
907	3.093371481
908	3.092817686
909	3.092460525
910	3.092190408
911	3.0915431
912	3.091339901
913	3.091121008
914	3.090902219
915	3.090673242
916	3.090299739
917	3.089964399
918	3.089574904
919	3.089320926
920	3.08902106
921	3.088800705
922	3.08848804
923	3.088165372
924	3.087859186
925	3.087401005
926	3.086970741
927	3.086744056
928	3.086514248
929	3.086241981
930	3.085976981
931	3.085819143
932	3.085647949
933	3.085392574
934	3.08512849
935	3.084892457
936	3.084614681
937	3.084399401
938	3.083967636
939	3.083822233
940	3.083530251
941	3.083299985
942	3.082929906
943	3.082798108
944	3.082336379
945	3.082069126
946	3.081815105
947	3.081624017
948	3.081322701
949	3.080935801
950	3.080696718
951	3.080421213
952	3.080165724
953	3.079922307
954	3.079710708
955	3.079468122
956	3.079284306
957	3.078967307
958	3.078781038
959	3.078435689
960	3.078276388
961	3.078036701
962	3.077640195
963	3.077338209
964	3.07692368
965	3.076696682
966	3.076509698
967	3.076256671
968	3.075954382
969	3.075532433
970	3.075350074
971	3.075163735
972	3.074908188
973	3.074621807
974	3.074423938
975	3.0743373
976	3.073908497
977	3.073684383
978	3.073492971
979	3.073316035
980	3.072979043
981	3.072770096
982	3.072541247
983	3.072220686
984	3.071828794
985	3.071596857
986	3.071266186
987	3.07113029
988	3.070745518
989	3.07032412
990	3.070075528
991	3.069736538
992	3.069165036
993	3.068819611
994	3.068422002
995	3.068230421
996	3.067891365
997	3.067439703
998	3.067229754
999	3.067118268
1000	3.06691457
1001	3.066537665
1002	3.066362013
1003	3.065972639
1004	3.065627209
1005	3.065449577
1006	3.06513904
1007	3.064635859
1008	3.064480418
1009	3.064303222
1010	3.063939452
1011	3.06373354
1012	3.063420941
1013	3.063207047
1014	3.062943535
1015	3.062515147
1016	3.062313152
1017	3.062080251
1018	3.061810415
1019	3.061672008
1020	3.061242327
1021	3.061079528
1022	3.060939521
1023	3.060590922
1024	3.060310223
1025	3.060114562
1026	3.059769611
1027	3.05940303
1028	3.059230144
1029	3.058609327
1030	3.058231073
1031	3.057977695
1032	3.057521982
1033	3.05712552
1034	3.056992633
1035	3.056645244
1036	3.056471214
1037	3.056073682
1038	3.055805841
1039	3.055538979
1040	3.055425487
1041	3.055226306
1042	3.054997962
1043	3.054873634
1044	3.054504421
1045	3.054278872
1046	3.05412017
1047	3.05378226
1048	3.053471664
1049	3.052968995
1050	3.052725326
1051	3.052335736
1052	3.052152716
1053	3.05182496
1054	3.051489105
1055	3.051148232
1056	3.050887495
1057	3.050666378
1058	3.050547722
1059	3.050437387
1060	3.050169289
1061	3.049809092
1062	3.04963021
1063	3.049438703
1064	3.049275712
1065	3.048995782
1066	3.048677146
1067	3.048410015
1068	3.048133501
1069	3.047838247
1070	3.047693953
1071	3.047374512
1072	3.04706175
1073	3.046821675
1074	3.046542309
1075	3.046279165
1076	3.045966285
1077	3.045813396
1078	3.045573818
1079	3.045453083
1080	3.045162899
1081	3.04488279
1082	3.044676134
1083	3.044312973
1084	3.044040428
1085	3.043699008
1086	3.04346339
1087	3.043333305
1088	3.042986741
1089	3.042790532
1090	3.042628455
1091	3.042440699
1092	3.042042116
1093	3.041869254
1094	3.041671982
1095	3.041366874
1096	3.041035277
1097	3.040868807
1098	3.040446954
1099	3.040210025
1100	3.040056193
1101	3.03981711
1102	3.039630262
1103	3.039491806
1104	3.03925087
1105	3.038756654
1106	3.038466644
1107	3.038011003
1108	3.037710643
1109	3.037474669
1110	3.037061734
1111	3.036773555
1112	3.036326006
1113	3.035909368
1114	3.035433037
1115	3.035128979
1116	3.034730719
1117	3.034490334
1118	3.034219955
1119	3.033999361
1120	3.033626076
1121	3.033283619
1122	3.032806372
1123	3.032245972
1124	3.031729475
1125	3.031385567
1126	3.031114775
1127	3.030902319
1128	3.030525856
1129	3.030374748
1130	3.029850033
1131	3.029397109
1132	3.029233823
1133	3.028858476
1134	3.028648489
1135	3.028476917
1136	3.028292328
1137	3.027971813
1138	3.027838495
1139	3.027679413
1140	3.027483379
1141	3.027087328
1142	3.026704056
1143	3.026540569
1144	3.026380586
1145	3.02601216
1146	3.025673662
1147	3.025210174
1148	3.024904613
1149	3.024752746
1150	3.024596034
1151	3.024371416
1152	3.0241736
1153	3.023785088
1154	3.023400185
1155	3.023133613
1156	3.022965179
1157	3.02262515
1158	3.02243375
1159	3.022121139
1160	3.021935325
1161	3.021592566
1162	3.021294222
1163	3.021079576
1164	3.020721586
1165	3.020487982
1166	3.020280831
1167	3.020067432
1168	3.01982043
1169	3.019582889
1170	3.019351552
1171	3.019044575
1172	3.018854733
1173	3.018731512
1174	3.018518969
1175	3.018160774
1176	3.017928126
1177	3.01777986
1178	3.017496504
1179	3.017226708
1180	3.01685955
1181	3.016723718
1182	3.016448184
1183	3.016301698
1184	3.016140009
1185	3.015927407
1186	3.015657077
1187	3.01548609
1188	3.015266196
1189	3.01485675
1190	3.014748375
1191	3.014529116
1192	3.014141024
1193	3.013871726
1194	3.013658254
1195	3.013458281
1196	3.013340179
1197	3.013112864
1198	3.012805539
1199	3.012551867
1200	3.012420491
1201	3.012211702
1202	3.011902926
1203	3.011692426
1204	3.011406835
1205	3.011298525
1206	3.010946637
1207	3.010553165
1208	3.010380272
1209	3.010166817
1210	3.009741652
1211	3.009514926
1212	3.00929989
1213	3.008881553
1214	3.008613186
1215	3.008486593
1216	3.008281401
1217	3.007776205
1218	3.00755844
1219	3.007216386
1220	3.006957792
1221	3.006659603
1222	3.006469354
1223	3.006267453
1224	3.005999907
1225	3.005853863
1226	3.005570092
1227	3.00529053
1228	3.005106045
1229	3.004980354
1230	3.004845811
1231	3.004557078
1232	3.003982885
1233	3.003561175
1234	3.003146806
1235	3.002936615
1236	3.002611779
1237	3.002057222
1238	3.001844581
1239	3.001687845
1240	3.001544705
1241	3.001459812
1242	3.00123942
1243	3.000858887
1244	3.000470099
1245	3.00014016
1246	2.99991073
1247	2.999722152
1248	2.999405199
1249	2.999196381
1250	2.998986931
1251	2.998792679
1252	2.998530169
1253	2.998201484
1254	2.997884513
1255	2.997469438
1256	2.997092848
1257	2.996750665
1258	2.996445435
1259	2.996182782
1260	2.995879218
1261	2.995602747
1262	2.995456404
1263	2.995073932
1264	2.994994399
1265	2.994708514
1266	2.994302589
1267	2.993683289
1268	2.993495897
1269	2.993330126
1270	2.993235352
1271	2.993034199
1272	2.992738019
1273	2.99256239
1274	2.992355109
1275	2.992137613
1276	2.991854038
1277	2.991611343
1278	2.991218056
1279	2.990821922
1280	2.990672767
1281	2.99048209
1282	2.990221133
1283	2.989741646
1284	2.9894426
1285	2.989251611
1286	2.988931416
1287	2.988751503
1288	2.988588551
1289	2.988398853
1290	2.988040821
1291	2.98781884
1292	2.987558378
1293	2.987309104
1294	2.987063269
1295	2.986936392
1296	2.986807193
1297	2.986582033
1298	2.986213009
1299	2.985876144
1300	2.98553799
1301	2.985097472
1302	2.984830787
1303	2.98449135
1304	2.984178161
1305	2.983966065
1306	2.983775624
1307	2.983529849
1308	2.983261846
1309	2.98277065
1310	2.982314857
1311	2.982192982
1312	2.982048243
1313	2.981746374
1314	2.981413297
1315	2.981223138
1316	2.981129125
1317	2.98084678
1318	2.980533339
1319	2.980267024
1320	2.980026501
1321	2.979893535
1322	2.979669245
1323	2.979596314
1324	2.97945709
1325	2.979336864
1326	2.979051512
1327	2.978636155
1328	2.978421541
1329	2.978110303
1330	2.977944637
1331	2.977811668
1332	2.977660679
1333	2.97744265
1334	2.97695245
1335	2.976727774
1336	2.976585877
1337	2.97634956
1338	2.976143962
1339	2.975973806
1340	2.975605191
1341	2.975419605
1342	2.975287227
1343	2.975027039
1344	2.9745547
1345	2.974363641
1346	2.973992006
1347	2.973712436
1348	2.973339799
1349	2.973065806
1350	2.972862898
1351	2.972692615
1352	2.972505839
1353	2.97218808
1354	2.972064018
1355	2.971727264
1356	2.971479268
1357	2.971184906
1358	2.970642948
1359	2.970318302
1360	2.970122963
1361	2.969931294
1362	2.969839234
1363	2.969584173
1364	2.969275152
1365	2.969144591
1366	2.96885893
1367	2.968600015
1368	2.968310076
1369	2.968144733
1370	2.967867778
1371	2.967427448
1372	2.967199899
1373	2.967048374
1374	2.966756205
1375	2.966406648
1376	2.96613931
1377	2.965948383
1378	2.965672961
1379	2.965368721
1380	2.965056269
1381	2.964763394
1382	2.964620264
1383	2.964431492
1384	2.964289234
1385	2.964047439
1386	2.963901772
1387	2.963515295
1388	2.963237423
1389	2.96286791
1390	2.962656949
1391	2.962417883
1392	2.962343869
1393	2.962125248
1394	2.961869736
1395	2.961528244
1396	2.961402825
1397	2.961212766
1398	2.960957945
1399	2.960727519
1400	2.960417217
1401	2.960107703
1402	2.959765792
1403	2.959666607
1404	2.959418625
1405	2.9592057
1406	2.95886963
1407	2.958617387
1408	2.958413368
1409	2.95824716
1410	2.957962531
1411	2.957686393
1412	2.957560003
1413	2.957331274
1414	2.957166506
1415	2.956993629
1416	2.956825089
1417	2.956641366
1418	2.956552222
1419	2.956340398
1420	2.956024692
1421	2.955858955
1422	2.955491251
1423	2.955291782
1424	2.955011286
1425	2.954812394
1426	2.954605266
1427	2.954416818
1428	2.954300522
1429	2.954146462
1430	2.95377663
1431	2.953557433
1432	2.953382112
1433	2.953074161
1434	2.952896422
1435	2.952784975
1436	2.952570637
1437	2.952293583
1438	2.952119772
1439	2.951810022
1440	2.951637218
1441	2.951567797
1442	2.951484315
1443	2.95139791
1444	2.951184115
1445	2.951032442
1446	2.950835027
1447	2.950621839
1448	2.95046294
1449	2.950332635
1450	2.950173807
1451	2.949979562
1452	2.949831301
1453	2.949407643
1454	2.949194582
1455	2.949080013
1456	2.948995428
1457	2.948669597
1458	2.948558481
1459	2.948472069
1460	2.948182729
1461	2.947843461
1462	2.947543201
1463	2.947366236
1464	2.947179539
1465	2.946764314
1466	2.946423024
1467	2.946205859
1468	2.946013141
1469	2.945613616
1470	2.945247965
1471	2.944796842
1472	2.944525668
1473	2.94427967
1474	2.944064723
1475	2.943844029
1476	2.943565538
1477	2.94330465
1478	2.943074973
1479	2.942823423
1480	2.942738345
1481	2.942445639
1482	2.9422742
1483	2.942070921
1484	2.94172193
1485	2.94155558
1486	2.941443529
1487	2.941222647
1488	2.940894593
1489	2.940571678
1490	2.9403731
1491	2.940091306
1492	2.939829674
1493	2.939606754
1494	2.939262752
1495	2.939059816
1496	2.938871104
1497	2.938529648
1498	2.938354935
1499	2.938093522
1500	2.937793176
1501	2.93746961
1502	2.937323382
1503	2.937175261
1504	2.936913769
1505	2.936672619
1506	2.936476689
1507	2.936307993
1508	2.93613228
1509	2.93599307
1510	2.935729308
1511	2.935529532
1512	2.935394202
1513	2.935153006
1514	2.93494098
1515	2.934820846
1516	2.934678704
1517	2.93440433
1518	2.934308459
1519	2.933996347
1520	2.933739255
1521	2.933665542
1522	2.933505064
1523	2.933223063
1524	2.933001003
1525	2.932832204
1526	2.932715255
1527	2.932496499
1528	2.932180553
1529	2.931772862
1530	2.931315938
1531	2.931179868
1532	2.931050855
1533	2.930979329
1534	2.930741102
1535	2.930605448
1536	2.930453066
1537	2.930287783
1538	2.930141564
1539	2.930024163
1540	2.929709086
1541	2.929402096
1542	2.929160711
1543	2.928987086
1544	2.928551979
1545	2.928375977
1546	2.928171354
1547	2.927879264
1548	2.927708669
1549	2.9274812
1550	2.927366146
1551	2.927068653
1552	2.926800881
1553	2.926396565
1554	2.926261165
1555	2.926122822
1556	2.925972591
1557	2.925713283
1558	2.925473578
1559	2.925416695
1560	2.925193261
1561	2.924847002
1562	2.924682624
1563	2.924397716
1564	2.924205132
1565	2.924067459
1566	2.923930778
1567	2.923816631
1568	2.923575711
1569	2.923411805
1570	2.923113769
1571	2.922865317
1572	2.922514988
1573	2.922107319
1574	2.921703
1575	2.921367766
1576	2.921175876
1577	2.920915961
1578	2.920751365
1579	2.920632768
1580	2.920291938
1581	2.919961561
1582	2.91982361
1583	2.919642244
1584	2.919338824
1585	2.919096766
1586	2.918832446
1587	2.918475427
1588	2.918202132
1589	2.917903551
1590	2.917613181
1591	2.917441244
1592	2.917159713
1593	2.916612963
1594	2.916301542
1595	2.916123381
1596	2.915980157
1597	2.915679258
1598	2.915551386
1599	2.91543897
1600	2.915265426
1601	2.914958007
1602	2.914805717
1603	2.914718861
1604	2.914539132
1605	2.914336893
1606	2.91379371
1607	2.913648057
1608	2.913430679
1609	2.913143632
1610	2.913039401
1611	2.912826444
1612	2.912646063
1613	2.912500969
1614	2.912235415
1615	2.912040997
1616	2.911857828
1617	2.911643296
1618	2.911453442
1619	2.911336365
1620	2.911202348
1621	2.910789536
1622	2.910563408
1623	2.910412629
1624	2.910156726
1625	2.909969545
1626	2.909763524
1627	2.909619047
1628	2.90934938
1629	2.909236089
1630	2.909110211
1631	2.908953709
1632	2.908895494
1633	2.908652216
1634	2.908448606
1635	2.908370999
1636	2.908276803
1637	2.908131225
1638	2.907981754
1639	2.907613872
1640	2.907354546
1641	2.907174883
1642	2.907077033
1643	2.906819358
1644	2.906652718
1645	2.906321421
1646	2.906170702
1647	2.905945329
1648	2.905777526
1649	2.90558295
1650	2.905458914
1651	2.905315965
1652	2.905095508
1653	2.904654186
1654	2.904484906
1655	2.904259382
1656	2.904117911
1657	2.903729858
1658	2.903603844
1659	2.903038513
1660	2.90274154
1661	2.902654057
1662	2.902524343
1663	2.902298126
1664	2.902060941
